loss,disease_loss,fitzpatrick_loss,disease_accuracy,disease_f1,fitzpatrick_accuracy,fitzpatrick_f1
1.2907909950098166,0.5254751332551957,1.530631718870539,0.7015381532140889,0.6797814510953284,0.4854952652938524,0.4769726948835906
1.2437948325935464,0.4824931528687907,1.5226033560645122,0.7119595170098703,0.6912295898681574,0.4939125206673681,0.48700553438532473
1.2288281206184855,0.47117227569777664,1.5153116902623038,0.7199759506989328,0.7005245075834802,0.49130717971842275,0.48352811646980054
1.2082775567586606,0.45581616670376834,1.5049227773426817,0.7219800591211984,0.7021088589155132,0.5023297760408838,0.49452996100462626
1.1680822104502182,0.4196331749240366,1.4968980707658024,0.7369607695776341,0.71661310432658,0.5067388145698682,0.4987803467670695
1.135602177049105,0.390319461938746,1.4905654260029013,0.7472318252417456,0.7281401843114343,0.5116989829149757,0.5032843808373019
1.126640342390881,0.3874270958454312,1.4784264869701405,0.752492609850193,0.735540160177053,0.5160579187334035,0.507219705808128
1.086361608754557,0.34876888300417563,1.4751854478023374,0.758905756801443,0.7422280421814578,0.5273310286086478,0.520921830388382
1.0738925428058093,0.33866517995752826,1.4704547199922113,0.7631143844882008,0.7466468918589583,0.5209679843679543,0.5123433910176847
1.0601013349369168,0.33378558506956324,1.4526314990451703,0.7667217796482789,0.7497301454642451,0.5271807204769778,0.5192831089598482
1.0407422616218145,0.31707316992105916,1.4473381811896195,0.7732351320206423,0.7565551920193772,0.5340948945337943,0.5255691882719378
1.024963524622413,0.30304978118734793,1.4438274840895946,0.7809008467358084,0.7659769795849252,0.5359987975349466,0.5283686112106867
1.0222581132816582,0.30205754093969095,1.4404011418183262,0.7831554687108573,0.7686347725220967,0.540007014379478,0.5315614514126216
1.0048046958131285,0.28671294029649846,1.43618351006164,0.784858960869783,0.769600682183927,0.5441154366451225,0.537005116492508
1.0011688631314497,0.28588791397879293,1.4305618940494382,0.789468410240994,0.7756611500467032,0.5460694423568315,0.5389686016629137
0.9922688047831448,0.27891671908079074,1.42670416753166,0.7915226213738163,0.7767680134513305,0.5524825893080816,0.54565059712224
0.9781234269388593,0.2657729247987915,1.4247010009936416,0.794628989428328,0.7800787219233779,0.5489252968585601,0.5422539445133047
0.9661846327810333,0.2563595446811702,1.4196501756803348,0.7996893631945489,0.7864881582576565,0.548524475174107,0.5405595182621643
0.95993933844595,0.2545307489837377,1.4108171753871899,0.7980860764567363,0.7845872588880781,0.5555388546520367,0.5476171129183106
0.9560458849255855,0.25041215591660987,1.4112674555239768,0.7989378225361992,0.784670310181014,0.5584949145748785,0.5507623307616898
0.9606436435849621,0.25364564897385067,1.41399598458352,0.8012425472218047,0.7880904102526615,0.5554887519414801,0.5474933464892205
0.9632363021015548,0.260135106099859,1.4062023889273405,0.8001903903001152,0.7869950400860387,0.5584448118643218,0.5510155268988769
0.9439773285188354,0.24081015061081137,1.4063343533959527,0.80399819630242,0.7895281112716962,0.5589458389698883,0.5508179265257271
0.9447906409891752,0.24186807802135052,1.4058451262087777,0.8037977854601934,0.7897193588579994,0.5617515907610602,0.55452002910336
0.9464184270383647,0.24179667618367462,1.4092434995019665,0.8043990179868731,0.7912566319236007,0.5557392654942632,0.5481856214536334
0.9389809197388016,0.23414541824716323,1.4096709995602186,0.8112129866225762,0.7980208597183376,0.5600982013126911,0.5528109315587366
0.9439270770033965,0.24280124748922668,1.4022516527284796,0.8051004559346661,0.7918972936465986,0.562753644972193,0.555145876504203
