loss,disease_loss,fitzpatrick_loss,disease_accuracy,disease_f1,fitzpatrick_accuracy,fitzpatrick_f1
5.511566784519416,4.5232002439980326,1.9767330910723944,0.017636154115937674,0.01203677016360934,0.16989829149757002,0.18979325933426228
4.891964890062809,4.002377664527068,1.7791744363136017,0.06723783756701238,0.04752033548292634,0.3526729796081968,0.3464250521111765
4.328177398213973,3.451253139055692,1.75384850656757,0.13517711308181773,0.10461713230854132,0.3626434190089684,0.3588227095160046
3.8667088569356847,2.9986027470574927,1.7362122190399811,0.19845683651485546,0.1652115135851213,0.3769226915176111,0.3744882887197712
3.484950048705706,2.6213648737623143,1.7271703614924963,0.25156570970489506,0.21934382945772,0.38068039480935917,0.3820024718258167
3.1873930655419827,2.3290760911141453,1.7166339492855163,0.3052257127110577,0.27177999974102474,0.3855403577333534,0.38294406783931656
2.9426686353981495,2.0860518804536414,1.7132335017220333,0.3485144546319956,0.3161752129042133,0.3883962122350819,0.3891741811971947
2.7234080228954554,1.8708600378237092,1.705095968567408,0.38889723934064835,0.35820955823257716,0.40052106818978905,0.39997833395344157
2.5435433565424037,1.6968449806221402,1.6933967448197877,0.42421965028308034,0.39279269424456836,0.398015932661957,0.3940766998691564
2.3584940561021748,1.5164042575141559,1.6841795969611177,0.45889072598827596,0.4284380858814249,0.40402825792875396,0.39836301218883413
2.2262036970888195,1.3900792538546598,1.6722488904085298,0.4857958815571922,0.4559279064224092,0.40538103111378326,0.39891412560977396
2.0960806040809703,1.266938771157024,1.658283665131491,0.50984518262438,0.4807928148645697,0.41269602685505286,0.4079708648640143
1.9826858820250401,1.1586846981125956,1.6480023680398097,0.53594869482439,0.507580241187804,0.42622375870534596,0.4204295504530472
1.883461403588836,1.0619141640714729,1.6430944776019225,0.5593967633648981,0.5311068952348571,0.42557242346810964,0.41886565040023005
1.7933391958761673,0.978919661997889,1.6288390724131694,0.5806904153514705,0.5527800893862261,0.4302820782604339,0.4241510587740474
1.7135643547114272,0.9049748699897184,1.6171789729537873,0.6003807806002305,0.5739508540056274,0.43619419810611754,0.43160875491280926
1.6272213073590627,0.8264637206895993,1.6015151666763883,0.6181171401372815,0.5913907869487357,0.447717821534145,0.44100654688541147
1.5621430477700555,0.7676704581468724,1.588945180320969,0.6328974397514906,0.6069740127366143,0.45433137932762163,0.4470130780047081
1.5175817789366612,0.7275264393180035,1.5801106806701193,0.6454231173906508,0.621241628182639,0.45999298562052204,0.4527203478827571
1.4646081099859798,0.6777790766746665,1.5736580622167542,0.6585500275564908,0.6349822364782628,0.46319955909614713,0.45613530370076183
1.4192245097544332,0.6377690139119155,1.5629109903596914,0.6688210832206022,0.646224919124289,0.46846034370459444,0.4605199988072992
1.3731179465181553,0.595762970785682,1.5547099506769042,0.6799939876747332,0.657018522635506,0.4722180469963425,0.4642409184355094
1.328649581911472,0.5573577586418161,1.542583644676667,0.6926699734455634,0.6706206478718653,0.47737862618367655,0.4693641460678127
